6.47314	-0.120805
11.3458	-0.119447
13.2393	-0.0974082
14.3358	-0.218575
14.4397	-0.230038
13.7159	-0.142871
13.695	-0.127651
14.1862	-0.199379
14.2875	-0.183939
13.5786	-0.202126
13.266	-0.191073
14.649	-0.26915
15.9897	-0.284664
15.0082	-0.274394
13.3189	-0.412961
12.7649	-0.29369
12.8955	-0.263286
13.2996	-0.0675064
12.6473	0.0307508
12.1006	-0.261728
11.9734	-0.397978
12.8601	-0.353555
13.503	-0.274242
13.16	-0.279626
12.1172	-0.259765
11.503	-0.375146
11.6718	-0.362775
12.8117	-0.400883
12.3779	-0.411308
12.3209	-0.295578
13.1784	-0.305142
13.3191	-0.280243
14.4006	-0.320173
13.4415	-0.295174
13.1738	-0.218126
13.5268	-0.363883
13.7174	-0.326977
12.5417	-0.337054
14.5313	-0.17691
14.5794	-0.229622
13.2145	-0.163553
14.6804	-0.290835
16.278	-0.317
15.9574	-0.271468
15.1688	-0.359217
14.5357	-0.241806
14.358	-0.366014
15.0912	-0.345902
16.875	-0.133751
17.9203	-0.20337
16.6848	-0.258546
16.5139	-0.18962
17.4605	-0.145472
18.9758	-0.147712
16.735	-0.2738
17.7485	-0.394002
17.6213	-0.403678
16.6873	-0.236827
18.2324	-0.20798
18.0177	-0.326257
16.4381	-0.35068
15.3417	-0.293406
16.8936	-0.351456
16.444	-0.369672
18.4937	-0.466616
19.3612	-0.378782
16.1383	-0.29796
14.6832	-0.0726595
15.294	-0.345887
14.4485	-0.457245
14.048	-0.274281
14.5878	-0.141299
15.6368	-0.315551
14.0162	-0.34868
13.8896	-0.184582
16.7419	-0.248822
17.6672	-0.240186
15.6275	-0.240491
13.8388	-0.314308
13.3683	-0.383947
13.6372	-0.341685
13.7189	-0.347132
12.9996	-0.459668
11.7958	-0.495967
13.5666	-0.500425
14.4279	-0.330114
12.8601	-0.215706
13.9216	-0.347496
13.8392	-0.569626
11.6036	-0.46176
12.8697	-0.366535
13.8065	-0.312836
15.1601	-0.218134
15.7947	-0.181405
14.1363	-0.254831
12.3922	-0.373873
12.9055	-0.289441
14.0881	-0.425081
12.6731	-0.218285
14.8315	-0.381001
26.0424	-1.25258
59.2911	-1.68185
63.7654	-1.63324
42.6354	-1.58237
79.2211	-1.63046
104.873	-1.57032
125.954	-1.61504
131.958	-1.65544
137.096	-1.66386
143.997	-1.7188
149.318	-1.58721
154.236	-1.5105
145.83	-1.59819
146.671	-1.53017
162.553	-1.35333
150.437	-1.44496
137.744	-1.51918
137.358	-1.47739
113.047	-1.60174
107.505	-1.60101
121.011	-1.45678
124.369	-1.53349
128.691	-1.45224
136.04	-1.45871
136.723	-1.29379
135.745	-1.2624
135.296	-1.38202
144.18	-1.26397
152.876	-1.19976
147.064	-1.31261
149.544	-1.32956
163.489	-1.28312
163.308	-1.31011
156.583	-1.2878
166.929	-1.24273
153.364	-1.295
157.286	-1.22559
180.571	-1.14355
167.835	-1.1017
180.384	-1.04255
172.871	-1.09312
180.935	-1.0479
276.335	-1.08097
461.756	-1.16571
537.648	-1.09913
619.728	-1.05862
589.786	-0.984125
716.226	-0.76251
674.57	-0.624873
693.696	-0.618136
657.861	-0.807005
583.003	-0.859657
615.889	-0.931578
559.088	-0.891162
607.579	-0.819747
554.861	-0.943084
519.201	-0.889658
599.943	-0.707351
537.57	-0.559924
537.94	-0.487164
449.985	-0.736486
389.951	-0.809937
378.456	-0.855478
209.451	-0.7778
107.186	-0.900048
126.706	-0.644208
182.042	-0.432698
261.519	-0.309739
294.989	-0.519744
357.917	-0.490574
431.502	-0.403415
445.592	-0.257986
508.305	-0.0531054
583.12	0.259363
548.615	0.155294
491.883	0.0499968
468.932	0.00568633
464.028	0.0043707
435.158	-0.0789466
416.883	-0.152352
390.195	-0.287484
372.945	-0.264854
345.987	-0.320348
294.549	-0.529274
218.374	-0.633472
122.924	-0.815266
55.4565	-0.750769
43.8906	-0.910915
46.9688	-1.10694
50.6994	-1.29377
57.8376	-1.36311
68.9275	-1.20097
82.6196	-1.15214
88.5276	-1.0385
96.3344	-1.03723
104.331	-1.14612
103.043	-1
111.067	-1.0108
107.349	-1.07511
108.539	-1.07627
116.67	-1.16479
106.274	-1.15977
118.023	-1.15606
114.97	-1.141
147.94	-1.05543
228.356	-0.999762
261.32	-1.03019
382.157	-0.99287
328.987	-1.02393
373.121	-1.0354
314.558	-1.25506
334.172	-1.23007
351.561	-1.00469
324.299	-0.997729
286.261	-1.29225
270.946	-1.02093
310.559	-0.824514
252.434	-0.832649
279.459	-0.760113
207.275	-0.727247
188.481	-0.677171
131.074	-0.667071
112.359	-0.561689
99.3326	-0.284513
74.7159	-0.246587
63.1113	-0.262394
52.6965	-0.353195
54.6232	-0.534446
68.6949	-0.264861
78.8861	-0.363776
79.086	-0.346062
87.5142	-0.400075
105.191	-0.473772
109.767	-0.479979
113.347	-0.610591
114.294	-0.672827
134.325	-0.814451
134.008	-0.701613
152.493	-0.760455
197.208	-1.00772
217.582	-0.876758
288.906	-0.692473
258.703	-0.744516
267.67	-0.84504
252.053	-0.952502
225.906	-0.935032
163.054	-1.15247
115.751	-1.23173
100.198	-1.12923
77.561	-1.12318
68.6169	-1.08814
59.7398	-1.44346
48.327	-1.55535
47.6799	-1.57471
43.8215	-1.53004
35.7596	-1.61171
34.8933	-1.48422
34.1934	-1.33093
48.5634	-1.08824
63.4431	-0.829717
41.8614	-1.02183
33.859	-1.03562
34.7713	-0.749895
40.1858	-0.0344426
57.3365	0.292992
53.5189	0.112421
58.3206	-0.0938613
59.4014	0.00945248
56.7596	0.256791
50.3362	0.368287
45.6139	0.260686
29.0631	-0.151785
17.1358	-0.453101
16.3049	-0.22396
15.007	-0.136087
14.0756	-0.193036
16.5975	-0.212509
17.1588	-0.301969
15.8891	-0.471316
26.1698	-1.10257
